text,label
Lecture confusing tha aur thoda detail me hona chahiye tha,negative
Lecture theek tha but aur examples ho sakte the but thoda slow hona chahiye tha,neutral
Class average thi but examples ache the,neutral
Lecture theek tha but aur examples ho sakte the.,neutral
Lecture theek tha but aur examples ho sakte the aur thoda detail me hona chahiye tha,neutral
Lecture normal tha kuch special nahi.,neutral
Kal ki class acchaa thi?!,positive
Class theek thi bas thoda lamba tha but thoda slow hona chahiye tha,neutral
Class average thi?!,neutral
Mujhe lecture bilkul samajh nahi aaya honestly,negative
Examples clear nahi the,negative
Teacher ka explanation weak tha aur thoda detail me hona chahiye tha,negative
Lecture normal tha kuch special nahi!,neutral
Topic bahut poorly explain hua but slides achi thi,negative
Lecture theek tha but aur examples ho sakte the aur thoda detail me hona chahiye tha,neutral
Class ka environment bahut achha tha but slides achi thi,positive
Class ka pace bohut fast tha...,negative
Lecture manageable tha honestly,neutral
Kal ki class accha thi 🙂,positive
Kal ki class bohot achi thi overall,positive
Mujhe lecture bilkul samajh nahi aaya but thoda aur practice chahiye,negative
Class accha thi par thodi borring bhi!,neutral
Teacher ka explanation weak tha according to me,negative
Lecture normal tha kuch special nahi,neutral
Lecture manageable tha according to me,neutral
Class achaa thi par thodi borin bhi,neutral
Topic bahut poorly explain hua but thoda aur practice chahiye,negative
Mujhe lecture bilkul samajh nahi aaya but slides achi thi,negative
Discussion session kaafi useful tha but thoda slow hona chahiye tha,positive
Class ka environment acha tha,positive
Aaj ka lecture bohut informative tha...,positive
Class borin thi. 😐,negative
Teacher ne concept bahut clearly samjhaya.,positive
Lecture manageable tha but slides achi thi,neutral
Lecture theek tha but aur examples ho sakte the overall,neutral
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Class average thi?!,neutral
Aaj ka lecture bahut informative tha but examples ache the,positive
Lecture confusing tha...,negative
Lecture confusing tha but thoda slow hona chahiye tha,negative
Class achha thi par thodi borinng bhi?!,neutral
Notes aur explanation dono helpful the but examples ache the,positive
Class ka environment achaah tha?!,positive
Lecture normal tha kuch special nahi according to me,neutral
Lecture interesting tha aur samajh bhi aaya.,positive
Sir ka teaching style gud hai?! 😐,positive
Teacher ka explanation weak tha but slides achi thi,negative
Kal ki class bohot achi thi honestly,positive
Content theek tha par delivery slow thi honestly,neutral
Class achaah thi par thodi borinng bhi...,neutral
Lecture confusing tha... 😐,negative
Sir ka teaching style goood hai...,positive
Class achha thi par thodi borring bhi?! 😕,neutral
Class average thi aur thoda detail me hona chahiye tha,neutral
Teacher ne concept bhot clearly samjhaya!!,positive
Concept samajh aaya par pace fast tha but examples ache the,neutral
Sir ka teaching style gud hai?!,positive
Class boring thi...,negative
Lecture normal tha kuch special nahi.,neutral
Lecture normal tha kuch special nahi!,neutral
Mujhe lecture bilkul samajh nahi aaya overall,negative
Concept samajh aaya par pace fast tha aur thoda detail me hona chahiye tha,neutral
Lecture normal tha kuch special nahi overall,neutral
Class ka pace bahot fast tha!,negative
Class ka environment accha tha?!,positive
Teacher ka explanation weak tha overall,negative
Class ka pace bahuut fast tha!! 😕,negative
Lecture confusing tha but thoda slow hona chahiye tha,negative
Content theek tha par delivery slow thi but thoda slow hona chahiye tha,neutral
Topic bahut ache se cover kiya gaya but examples ache the,positive
Teacher ne topic properly explain nahi kiya??,negative
Kal ki class bohot achi thi,positive
Class ka pace bahot fast tha!,negative
Kal ki class accha thi 😕,positive
Class accha thi par thodi borring bhi??,neutral
Class accha thi par thodi boring bhi... 😐,neutral
Class achaa thi par thodi borinng bhi??,neutral
Discussion session kaafi useful tha but thoda slow hona chahiye tha,positive
Lecture normal tha kuch special nahi,neutral
Lecture interesting tha aur samajh bhi aaya. 🙂,positive
Concept samajh aaya par pace fast tha but thoda slow hona chahiye tha,neutral
Class engaging thi aur boring nahi thi but examples ache the,positive
Class ka pace bohut fast tha!!,negative
Teacher ne concept bahot clearly samjhaya!! 🙂,positive
Examples clear nahi the according to me,negative
Teacher ne concept bahut clearly samjhaya but slides achi thi,positive
Teacher ne topic properly explain nahi kiya 😡,negative
Topic theek tha but aur clarity chahiye thi but slides achi thi,neutral
Topic bahut poorly explain hua,negative
Class average thi?!,neutral
Lecture confusing tha,negative
Teacher ne topic properly explain nahi kiya?? 😐,negative
Class ka pace bohut fast tha!,negative
Concept samajh aaya par pace fast tha!!,neutral
Class theek thi bas thoda lamba tha overall,neutral
Class average thi honestly,neutral
Content theek tha par delivery slow thi overall,neutral
Class achaa thi par thodi boring bhi?!,neutral
Class ka environment bahut achha tha honestly,positive
Topic bahut poorly explain hua honestly,negative
Class theek thi bas thoda lamba tha honestly,neutral
Mujhe lecture bilkul samajh nahi aaya?!,negative
Content theek tha par delivery slow thi but examples ache the,neutral
Aaj ka lecture bahuut informative tha?!,positive
Concept samajh aaya par pace fast tha??,neutral
Lecture time waste jaisa laga but examples ache the,negative
Lecture normal tha kuch special nahi.,neutral
Class average thi...,neutral
Discussion session kaafi useful tha honestly,positive
Teacher ne concept bohut clearly samjhaya...,positive
Concept samajh aaya par pace fast tha. 😡,neutral
Lecture interesting tha aur samajh bhi aaya,positive
Class average thi?! 😕,neutral
Class ka environment bahut achha tha aur thoda detail me hona chahiye tha,positive
Aaj ka lecture bhot informative tha! 🙂,positive
Lecture theek tha but aur examples ho sakte the??,neutral
Class bohot boring thi but thoda slow hona chahiye tha,negative
Class achi thi par thodi boring bhi,neutral
Class boring thi?!,negative
Lecture theek tha but aur examples ho sakte the.,neutral
Lecture theek tha but aur examples ho sakte the??,neutral
Class achi thi par thodi boring bhi but thoda slow hona chahiye tha,neutral
Teacher ne concept bahut clearly samjhaya according to me,positive
Aaj ka lecture bohot informative tha?!,positive
Lecture theek tha but aur examples ho sakte the?! 😐,neutral
Examples clear nahi the,negative
Class ka pace bahut fast tha but thoda slow hona chahiye tha,negative
Class ka pace bahut fast tha overall,negative
Concept samajh aaya par pace fast tha overall,neutral
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Teacher ka explanation weak tha overall,negative
Teacher ne topic properly explain nahi kiya.,negative
Lecture normal tha kuch special nahi??,neutral
Class achaa thi par thodi borring bhi!,neutral
Topic bahut ache se cover kiya gaya,positive
Lecture time waste jaisa laga,negative
Lecture confusing tha 😕,negative
Lecture theek tha but aur examples ho sakte the honestly,neutral
Class borring thi??,negative
Discussion session kaafi useful tha but examples ache the,positive
Class boring thi!,negative
Mujhe lecture bilkul samajh nahi aaya?!,negative
Class achi thi par thodi boring bhi but examples ache the,neutral
Sir ka teaching style goood hai! 😐,positive
Teacher ne concept bahuut clearly samjhaya,positive
Lecture confusing tha,negative
Class ka pace bahut fast tha??,negative
Mujhe lecture bilkul samajh nahi aaya according to me,negative
Class ka pace bohut fast tha?!,negative
Concept samajh aaya par pace fast tha!! 😐,neutral
Lecture manageable tha but thoda slow hona chahiye tha,neutral
Class average thi!,neutral
Examples clear nahi the,negative
Topic theek tha but aur clarity chahiye thi,neutral
Concept samajh aaya par pace fast tha!,neutral
Teacher ne topic properly explain nahi kiya??,negative
Lecture theek tha but aur examples ho sakte the but examples ache the,neutral
Teacher ne concept bahut clearly samjhaya honestly,positive
Teacher ne topic properly explain nahi kiya.,negative
Class average thi?!,neutral
Sir ka teaching style gud hai,positive
Class ka pace bohot fast tha.,negative
Class me interest nahi aaya but slides achi thi,negative
Aaj ka lecture bahut informative tha!,positive
Lecture interesting tha aur samajh bhi aaya overall,positive
Aaj ka lecture bahuut informative tha!! 😕,positive
Teacher ne topic properly explain nahi kiya but thoda aur practice chahiye,negative
Class average thi.,neutral
Class theek thi bas thoda lamba tha aur thoda detail me hona chahiye tha,neutral
Class me interest nahi aaya but examples ache the,negative
Class ka environment accha tha!!,positive
Class achi thi par thodi boring bhi overall,neutral
Class achaa thi par thodi borring bhi... 😐,neutral
Class borring thi??,negative
Sir ka teaching style goood hai?!,positive
Concept samajh aaya par pace fast tha?!,neutral
Lecture theek tha but aur examples ho sakte the.,neutral
Aaj ka lecture bhot informative tha!! 😡,positive
Teacher ne topic properly explain nahi kiya,negative
Aaj ka lecture bahot informative tha.,positive
Concept samajh aaya par pace fast tha. 😡,neutral
Lecture confusing tha??,negative
Topic bahut poorly explain hua overall,negative
Class ka environment bahut achha tha,positive
Teacher ne concept bahuut clearly samjhaya!!,positive
Class engaging thi aur boring nahi thi overall,positive
Aaj ka lecture bohot informative tha??,positive
Class ka environment bahut achha tha honestly,positive
Teacher ne topic properly explain nahi kiya... 🙂,negative
Notes aur explanation dono helpful the aur thoda detail me hona chahiye tha,positive
Concept samajh aaya par pace fast tha,neutral
Lecture normal tha kuch special nahi.,neutral
Class bohot boring thi but thoda aur practice chahiye,negative
Lecture confusing tha 🙂,negative
Mujhe lecture bilkul samajh nahi aaya??,negative
Teacher ne concept bahut clearly samjhaya!!,positive
Teacher ne topic properly explain nahi kiya?!,negative
Class engaging thi aur boring nahi thi aur thoda detail me hona chahiye tha,positive
Class average thi.,neutral
Teacher ne topic properly explain nahi kiya?!,negative
Lecture normal tha kuch special nahi! 🙂,neutral
Lecture normal tha kuch special nahi...,neutral
Kal ki class bohot achi thi but thoda slow hona chahiye tha,positive
Concept samajh aaya par pace fast tha.,neutral
Class ka environment acha tha,positive
Class average thi??,neutral
Teacher ka explanation weak tha,negative
Teacher ne concept bhot clearly samjhaya...,positive
Teacher ne concept bahut clearly samjhaya... 😐,positive
Class achaa thi par thodi boring bhi,neutral
Concept samajh aaya par pace fast tha... 😡,neutral
Concept samajh aaya par pace fast tha.,neutral
Class borinng thi!!,negative
Class boring thi!!,negative
Sir ka teaching style goood hai...,positive
Kal ki class acha thi.,positive
Lecture theek tha but aur examples ho sakte the... 😐,neutral
Class theek thi bas thoda lamba tha according to me,neutral
Class ka environment bahut achha tha but slides achi thi,positive
Lecture time waste jaisa laga but examples ache the,negative
Lecture interesting tha aur samajh bhi aaya,positive
Notes aur explanation dono helpful the according to me,positive
Class theek thi bas thoda lamba tha but slides achi thi,neutral
Class ka pace bahot fast tha!!,negative
Mujhe lecture bilkul samajh nahi aaya but thoda aur practice chahiye,negative
Lecture theek tha but aur examples ho sakte the but slides achi thi,neutral
Lecture interesting tha aur samajh bhi aaya aur thoda detail me hona chahiye tha,positive
Sir ka teaching style bahut accha hai but thoda slow hona chahiye tha,positive
Lecture time waste jaisa laga overall,negative
Aaj ka lecture bahuut informative tha?!,positive
Kal ki class bohot achi thi but slides achi thi,positive
